County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Claiborne County,Black,22,Female,Bachelor's Degree,Employed,"> $100,000",0,3,Granted,No
Claiborne County,Black,42,Male,Some College,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,White,68,Female,Master's Degree,Employed,"$50,000 - $100,000",4,1,Granted,Yes
Claiborne County,White,67,Female,Some College,Employed,"< $20,000",0,4,Granted,Yes
Claiborne County,Black,62,Male,High School,Unemployed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,Black,62,Male,High School,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,42,Male,Master's Degree,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Other,67,Female,Some College,Employed,"< $20,000",4,3,Granted,Yes
Claiborne County,Black,43,Male,High School,Employed,"$20,000 - $50,000",2,2,Granted,No
Claiborne County,Black,50,Male,Less than High School,Unemployed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,24,Male,Some College,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,19,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Other,35,Male,High School,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,36,Male,Some College,Employed,"< $20,000",3,4,Granted,Yes
Claiborne County,Black,29,Male,High School,Employed,"< $20,000",3,7,Denied,Yes
Claiborne County,Black,64,Female,Some College,Unemployed,"< $20,000",1,8,Denied,No
Claiborne County,Black,35,Female,Less than High School,Employed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,Black,43,Female,High School,Employed,"$20,000 - $50,000",2,8,Denied,No
Claiborne County,Black,48,Male,High School,Unemployed,"< $20,000",3,7,Denied,No
Claiborne County,Black,70,Female,Some College,Unemployed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,46,Male,High School,Employed,"< $20,000",1,5,Denied,Yes
Claiborne County,Black,67,Male,Less than High School,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,65,Female,Master's Degree,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,White,61,Female,Some College,Employed,"$20,000 - $50,000",0,8,Denied,Yes
Claiborne County,White,31,Male,High School,Unemployed,"< $20,000",0,4,Granted,Yes
Claiborne County,Black,63,Male,Some College,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,51,Male,Less than High School,Unemployed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,58,Female,Less than High School,Unemployed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,18,Male,Some College,Employed,"< $20,000",0,6,Denied,Yes
Claiborne County,Black,69,Female,Master's Degree,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,Black,36,Male,Less than High School,Employed,"> $100,000",0,5,Denied,No
Claiborne County,Black,49,Male,Less than High School,Unemployed,"> $100,000",2,1,Granted,No
Claiborne County,White,61,Male,Bachelor's Degree,Employed,"> $100,000",2,7,Denied,No
Claiborne County,White,75,Male,Less than High School,Unemployed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,White,18,Male,Bachelor's Degree,Employed,"< $20,000",2,6,Granted,No
Claiborne County,Black,59,Male,High School,Employed,"< $20,000",3,7,Denied,Yes
Claiborne County,White,22,Male,Some College,Unemployed,"< $20,000",0,5,Granted,Yes
Claiborne County,White,36,Female,Less than High School,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,42,Female,Less than High School,Unemployed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,23,Male,High School,Employed,"< $20,000",2,5,Denied,Yes
Claiborne County,Black,36,Female,PhD,Employed,"> $100,000",2,4,Granted,No
Claiborne County,Black,67,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",1,7,Denied,No
Claiborne County,Black,72,Male,Bachelor's Degree,Employed,"> $100,000",0,6,Denied,No
Claiborne County,Black,32,Male,Some College,Unemployed,"$50,000 - $100,000",0,9,Denied,Yes
Claiborne County,White,23,Female,Less than High School,Employed,"$20,000 - $50,000",0,7,Denied,No
Claiborne County,Black,44,Male,PhD,Employed,"$20,000 - $50,000",3,7,Denied,No
Claiborne County,Black,33,Male,Some College,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,66,Female,High School,Unemployed,"$20,000 - $50,000",5,8,Denied,Yes
Claiborne County,Black,38,Male,High School,Employed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,White,33,Female,Some College,Employed,"$20,000 - $50,000",2,3,Granted,No
Claiborne County,Black,55,Male,Less than High School,Unemployed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,32,Male,Some College,Employed,"> $100,000",2,7,Denied,No
Claiborne County,Other,45,Female,Some College,Employed,"$20,000 - $50,000",4,8,Denied,No
Claiborne County,Black,19,Female,Less than High School,Unemployed,"< $20,000",0,5,Denied,Yes
Claiborne County,White,51,Male,PhD,Employed,"> $100,000",4,6,Granted,Yes
Claiborne County,Black,68,Male,High School,Employed,"< $20,000",3,8,Denied,Yes
Claiborne County,Black,48,Male,High School,Employed,"< $20,000",1,5,Denied,Yes
Claiborne County,Black,21,Male,Some College,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,65,Female,High School,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,53,Female,Less than High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,56,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,5,Denied,No
Claiborne County,Black,31,Male,Some College,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,40,Male,Some College,Employed,"$50,000 - $100,000",4,8,Denied,No
Claiborne County,Black,22,Male,Less than High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,White,25,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,1,Granted,No
Claiborne County,Black,49,Male,Master's Degree,Employed,"$50,000 - $100,000",3,7,Denied,No
Claiborne County,Black,33,Male,Some College,Employed,"$50,000 - $100,000",2,8,Denied,Yes
Claiborne County,White,22,Female,Less than High School,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,46,Female,Some College,Unemployed,"> $100,000",5,7,Denied,No
Claiborne County,White,41,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,2,Granted,No
Claiborne County,Black,67,Female,High School,Employed,"< $20,000",0,3,Granted,Yes
Claiborne County,Black,32,Male,Some College,Unemployed,"$20,000 - $50,000",3,9,Denied,No
Claiborne County,Black,31,Male,Less than High School,Employed,"< $20,000",4,7,Denied,No
Claiborne County,Black,35,Male,High School,Unemployed,"$20,000 - $50,000",2,3,Granted,No
Claiborne County,Black,30,Male,High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,68,Male,Less than High School,Employed,"$20,000 - $50,000",1,8,Denied,Yes
Claiborne County,Black,28,Female,Some College,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,21,Female,Less than High School,Unemployed,"$20,000 - $50,000",3,6,Denied,No
Claiborne County,Black,61,Female,High School,Unemployed,"< $20,000",3,5,Denied,Yes
Claiborne County,Black,24,Male,Some College,Employed,"$20,000 - $50,000",3,6,Denied,No
Claiborne County,Black,51,Female,Some College,Employed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,White,57,Female,Less than High School,Employed,"< $20,000",3,6,Granted,Yes
Claiborne County,Black,42,Female,Less than High School,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,53,Female,Less than High School,Unemployed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,38,Female,Some College,Employed,"$20,000 - $50,000",4,6,Denied,Yes
Claiborne County,Black,36,Female,High School,Unemployed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,30,Male,High School,Employed,"$20,000 - $50,000",0,7,Denied,No
Claiborne County,Black,33,Male,Some College,Employed,"$50,000 - $100,000",2,3,Granted,No
Claiborne County,Black,31,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",1,1,Granted,No
Claiborne County,Black,60,Female,Some College,Unemployed,"> $100,000",4,4,Granted,No
Claiborne County,Black,29,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,56,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",0,7,Denied,No
Claiborne County,Black,29,Male,Less than High School,Employed,"< $20,000",3,7,Denied,No
Claiborne County,Black,49,Female,Some College,Employed,"$20,000 - $50,000",1,9,Denied,Yes
Claiborne County,Black,73,Female,High School,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,32,Female,High School,Unemployed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,White,41,Male,Master's Degree,Employed,"$50,000 - $100,000",3,5,Granted,No
Claiborne County,Black,66,Male,High School,Employed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,58,Male,High School,Unemployed,"$20,000 - $50,000",1,8,Denied,Yes
Claiborne County,Black,51,Female,Master's Degree,Employed,"$50,000 - $100,000",0,5,Denied,No
Claiborne County,Black,34,Male,Some College,Unemployed,"$20,000 - $50,000",3,9,Denied,Yes
Claiborne County,Black,65,Male,High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,36,Female,Some College,Unemployed,"$20,000 - $50,000",2,10,Denied,No
Claiborne County,Black,56,Female,Less than High School,Unemployed,"> $100,000",1,6,Denied,No
Claiborne County,Black,25,Female,Less than High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,59,Female,Some College,Employed,"< $20,000",1,8,Denied,Yes
Claiborne County,Black,53,Male,High School,Unemployed,"< $20,000",3,8,Denied,No
Claiborne County,Black,55,Male,High School,Unemployed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,48,Male,High School,Employed,"< $20,000",1,7,Denied,No
Claiborne County,Black,53,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",2,9,Denied,No
Claiborne County,Black,72,Male,Less than High School,Unemployed,"> $100,000",1,4,Granted,No
Claiborne County,Black,54,Female,Some College,Employed,"< $20,000",1,4,Granted,Yes
Claiborne County,Black,23,Female,Master's Degree,Employed,"$50,000 - $100,000",0,5,Denied,No
Claiborne County,Black,30,Female,Less than High School,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,40,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Black,58,Female,High School,Unemployed,"$20,000 - $50,000",4,4,Granted,Yes
Claiborne County,Black,20,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,8,Denied,Yes
Claiborne County,Black,67,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,67,Male,Master's Degree,Employed,"$50,000 - $100,000",2,8,Denied,Yes
Claiborne County,Black,42,Male,Some College,Unemployed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,56,Male,High School,Unemployed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,47,Female,Less than High School,Employed,"$20,000 - $50,000",0,3,Granted,No
Claiborne County,Black,47,Female,Some College,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,31,Male,Master's Degree,Employed,"> $100,000",3,8,Denied,Yes
Claiborne County,White,23,Male,High School,Employed,"< $20,000",0,1,Granted,No
Claiborne County,Black,25,Female,Some College,Unemployed,"> $100,000",1,7,Denied,No
Claiborne County,White,60,Female,Less than High School,Unemployed,"< $20,000",4,6,Granted,Yes
Claiborne County,Black,23,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",0,9,Denied,Yes
Claiborne County,Black,36,Female,Less than High School,Unemployed,"< $20,000",4,10,Denied,Yes
Claiborne County,Black,25,Female,High School,Unemployed,"< $20,000",0,5,Denied,No
Claiborne County,Black,32,Female,Less than High School,Unemployed,"< $20,000",1,8,Denied,No
Claiborne County,Black,44,Female,Some College,Unemployed,"< $20,000",2,6,Denied,No
Claiborne County,Black,63,Female,High School,Unemployed,"$20,000 - $50,000",4,6,Denied,Yes
Claiborne County,Black,71,Male,Bachelor's Degree,Employed,"> $100,000",2,5,Denied,No
Claiborne County,White,46,Male,Less than High School,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,72,Female,High School,Employed,"< $20,000",1,9,Denied,Yes
Claiborne County,Black,28,Male,Some College,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,39,Male,Some College,Employed,"< $20,000",3,4,Granted,Yes
Claiborne County,Black,23,Female,Less than High School,Employed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,18,Female,Some College,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,33,Male,High School,Employed,"< $20,000",2,10,Denied,Yes
Claiborne County,Black,73,Male,Master's Degree,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,29,Female,Less than High School,Unemployed,"< $20,000",0,6,Denied,Yes
Claiborne County,Black,69,Male,Some College,Employed,"< $20,000",1,6,Denied,No
Claiborne County,Black,30,Male,High School,Unemployed,"> $100,000",1,5,Denied,No
Claiborne County,Black,49,Male,Less than High School,Unemployed,"< $20,000",2,9,Denied,Yes
Claiborne County,Black,41,Male,Less than High School,Unemployed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,18,Female,Less than High School,Unemployed,"$50,000 - $100,000",0,5,Denied,No
Claiborne County,Black,45,Female,Less than High School,Unemployed,"$20,000 - $50,000",2,1,Granted,No
Claiborne County,Black,56,Male,Master's Degree,Employed,"> $100,000",1,1,Granted,No
Claiborne County,Black,61,Male,High School,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,73,Male,Some College,Employed,"< $20,000",3,7,Denied,No
Claiborne County,Black,51,Female,Less than High School,Employed,"$20,000 - $50,000",2,3,Granted,No
Claiborne County,Black,69,Female,High School,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,36,Male,Less than High School,Employed,"< $20,000",4,9,Denied,Yes
Claiborne County,Black,42,Female,Some College,Unemployed,"< $20,000",0,5,Denied,Yes
Claiborne County,Black,25,Male,High School,Employed,"< $20,000",1,2,Granted,Yes
Claiborne County,Black,36,Male,High School,Employed,"< $20,000",4,7,Denied,No
Claiborne County,Black,50,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",0,3,Granted,No
Claiborne County,Black,24,Female,Less than High School,Unemployed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,Black,57,Male,Less than High School,Employed,"$20,000 - $50,000",6,5,Denied,Yes
Claiborne County,Black,74,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,59,Female,Less than High School,Employed,"< $20,000",2,4,Granted,Yes
Claiborne County,Black,57,Male,Some College,Employed,"< $20,000",0,3,Granted,Yes
Claiborne County,Black,33,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,41,Male,Bachelor's Degree,Employed,"< $20,000",0,8,Denied,No
Claiborne County,Black,61,Female,High School,Unemployed,"$20,000 - $50,000",1,1,Granted,No
Claiborne County,White,19,Male,High School,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,White,70,Male,Some College,Employed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,Black,29,Male,Master's Degree,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,28,Female,Some College,Employed,"$50,000 - $100,000",2,3,Granted,No
Claiborne County,White,48,Female,High School,Employed,"< $20,000",3,7,Denied,No
Claiborne County,Black,73,Female,Some College,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,65,Female,Bachelor's Degree,Employed,"> $100,000",1,4,Granted,No
Claiborne County,Black,66,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,3,Granted,No
Claiborne County,Black,23,Male,Less than High School,Employed,"< $20,000",1,3,Granted,No
Claiborne County,Black,65,Male,Less than High School,Employed,"< $20,000",5,6,Denied,No
Claiborne County,Black,71,Female,Some College,Employed,"< $20,000",3,7,Denied,Yes
Claiborne County,Black,19,Female,Bachelor's Degree,Employed,"> $100,000",2,7,Denied,No
Claiborne County,Black,28,Female,Master's Degree,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,70,Male,Some College,Employed,"< $20,000",1,9,Denied,No
Claiborne County,Black,72,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,4,Granted,No
Claiborne County,Black,43,Male,Less than High School,Unemployed,"> $100,000",1,5,Denied,No
Claiborne County,Black,29,Male,PhD,Employed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,67,Female,Less than High School,Unemployed,"$50,000 - $100,000",5,9,Denied,Yes
Claiborne County,Black,45,Male,Some College,Employed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,White,56,Female,Some College,Unemployed,"< $20,000",3,7,Denied,Yes
Claiborne County,Black,37,Male,Less than High School,Unemployed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,White,43,Female,High School,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,Black,43,Male,Less than High School,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,19,Male,High School,Employed,"$20,000 - $50,000",1,3,Granted,No
Claiborne County,Black,74,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Black,60,Female,Master's Degree,Employed,"> $100,000",0,5,Denied,No
Claiborne County,Black,41,Male,High School,Unemployed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,66,Female,Some College,Unemployed,"< $20,000",0,7,Denied,No
Claiborne County,Black,35,Female,Some College,Unemployed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,21,Female,Some College,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,53,Female,Bachelor's Degree,Employed,"> $100,000",4,4,Granted,Yes
Claiborne County,Black,53,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,43,Male,Some College,Employed,"< $20,000",1,3,Granted,Yes
Claiborne County,Black,29,Male,High School,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,26,Male,High School,Employed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,43,Female,Some College,Employed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,73,Male,Bachelor's Degree,Employed,"> $100,000",3,6,Denied,No
Claiborne County,Black,44,Female,Some College,Employed,"$20,000 - $50,000",1,9,Denied,Yes
Claiborne County,Black,72,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,56,Male,High School,Employed,"< $20,000",4,7,Denied,Yes
Claiborne County,White,68,Male,High School,Employed,"< $20,000",2,1,Granted,No
Claiborne County,Black,62,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",1,9,Denied,Yes
Claiborne County,Black,34,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",3,7,Denied,No
Claiborne County,Black,66,Male,High School,Unemployed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,Black,60,Female,High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,29,Female,High School,Unemployed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,64,Female,High School,Unemployed,"< $20,000",2,4,Granted,Yes
Claiborne County,Black,63,Male,Some College,Employed,"< $20,000",3,8,Denied,Yes
Claiborne County,Black,68,Female,Bachelor's Degree,Employed,"> $100,000",0,2,Granted,No
Claiborne County,Black,45,Male,Less than High School,Employed,"< $20,000",1,4,Granted,Yes
Claiborne County,White,18,Male,High School,Employed,"< $20,000",3,6,Granted,Yes
Claiborne County,Black,63,Female,Some College,Unemployed,"> $100,000",1,4,Granted,No
Claiborne County,Black,55,Female,Some College,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,29,Female,High School,Unemployed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,41,Male,Less than High School,Unemployed,"$50,000 - $100,000",3,6,Denied,No
Claiborne County,Black,31,Female,Some College,Unemployed,"$20,000 - $50,000",4,5,Denied,Yes
Claiborne County,Black,31,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",3,9,Denied,No
Claiborne County,White,54,Male,Less than High School,Unemployed,"$20,000 - $50,000",3,3,Granted,No
Claiborne County,Black,38,Male,Some College,Employed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,Black,40,Male,High School,Employed,"$20,000 - $50,000",5,5,Denied,No
Claiborne County,Black,53,Female,Less than High School,Employed,"< $20,000",4,9,Denied,Yes
Claiborne County,Black,19,Female,Some College,Unemployed,"$50,000 - $100,000",0,8,Denied,Yes
Claiborne County,Black,70,Female,Master's Degree,Employed,"> $100,000",2,7,Denied,No
Claiborne County,Black,28,Female,High School,Employed,"< $20,000",0,6,Denied,No
Claiborne County,Black,23,Male,Less than High School,Unemployed,"$20,000 - $50,000",1,3,Granted,No
Claiborne County,Black,42,Female,Some College,Employed,"< $20,000",4,6,Denied,Yes
Claiborne County,Black,22,Female,High School,Unemployed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,39,Male,High School,Employed,"$50,000 - $100,000",3,6,Denied,No
Claiborne County,Black,57,Male,Some College,Employed,"$50,000 - $100,000",2,8,Denied,Yes
Claiborne County,Black,48,Female,High School,Unemployed,"$20,000 - $50,000",5,4,Granted,No
Claiborne County,Black,47,Male,High School,Unemployed,"$50,000 - $100,000",3,6,Denied,No
Claiborne County,Black,34,Female,Some College,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,52,Female,Less than High School,Unemployed,"< $20,000",3,8,Denied,Yes
Claiborne County,White,35,Female,High School,Employed,"< $20,000",2,3,Granted,No
Claiborne County,Black,44,Female,Less than High School,Unemployed,"> $100,000",2,4,Granted,No
Claiborne County,Black,50,Female,High School,Unemployed,"< $20,000",1,5,Denied,Yes
Claiborne County,Black,44,Female,Master's Degree,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,60,Male,Master's Degree,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,55,Male,High School,Employed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,35,Female,Less than High School,Employed,"< $20,000",1,9,Denied,Yes
Claiborne County,Black,69,Female,Less than High School,Employed,"$50,000 - $100,000",0,7,Denied,No
Claiborne County,Black,63,Female,Less than High School,Unemployed,"$20,000 - $50,000",3,7,Denied,No
Claiborne County,Black,71,Male,Some College,Unemployed,"< $20,000",0,5,Denied,No
Claiborne County,Black,68,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",3,8,Denied,Yes
Claiborne County,Black,68,Male,Some College,Employed,"< $20,000",4,8,Denied,Yes
Claiborne County,Black,24,Female,High School,Unemployed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,56,Female,High School,Employed,"< $20,000",2,5,Denied,No
Claiborne County,Black,61,Male,PhD,Employed,"> $100,000",0,6,Denied,No
Claiborne County,Black,61,Female,Some College,Unemployed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,45,Female,High School,Employed,"< $20,000",5,4,Granted,No
Claiborne County,Black,72,Female,Less than High School,Employed,"< $20,000",4,5,Denied,Yes
Claiborne County,Black,27,Female,High School,Employed,"< $20,000",1,4,Granted,Yes
Claiborne County,Black,70,Female,Less than High School,Employed,"< $20,000",2,4,Granted,No
Claiborne County,Black,50,Female,Less than High School,Employed,"$20,000 - $50,000",1,3,Granted,No
Claiborne County,White,27,Male,Master's Degree,Employed,"$20,000 - $50,000",2,1,Granted,No
Claiborne County,Black,53,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",1,3,Granted,No
Claiborne County,White,38,Male,High School,Employed,"$20,000 - $50,000",1,6,Granted,No
Claiborne County,Black,69,Female,Some College,Unemployed,"$50,000 - $100,000",1,2,Granted,No
Claiborne County,Black,42,Male,High School,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,71,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,51,Male,High School,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,White,62,Female,High School,Unemployed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,60,Male,High School,Employed,"< $20,000",2,8,Denied,No
Claiborne County,Black,47,Male,Some College,Employed,"< $20,000",1,4,Granted,Yes
Claiborne County,Black,41,Female,Less than High School,Employed,"< $20,000",3,5,Denied,Yes
Claiborne County,Other,52,Female,High School,Employed,"$50,000 - $100,000",1,1,Granted,No
Claiborne County,White,74,Female,High School,Employed,"< $20,000",2,2,Granted,Yes
Claiborne County,Black,53,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,Black,18,Female,Some College,Employed,"$20,000 - $50,000",1,9,Denied,Yes
Claiborne County,Black,45,Male,Some College,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,50,Female,High School,Employed,"$20,000 - $50,000",2,9,Denied,No
Claiborne County,Black,29,Male,High School,Employed,"< $20,000",0,8,Denied,No
Claiborne County,Black,55,Female,Master's Degree,Employed,"$50,000 - $100,000",3,6,Denied,No
Claiborne County,White,75,Female,High School,Unemployed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,Black,61,Female,PhD,Employed,"$50,000 - $100,000",3,3,Granted,No
Claiborne County,Black,26,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,47,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,Black,35,Female,High School,Unemployed,"< $20,000",3,8,Denied,Yes
Claiborne County,Black,61,Male,Less than High School,Employed,"$20,000 - $50,000",4,8,Denied,No
Claiborne County,Black,51,Male,Less than High School,Employed,"$50,000 - $100,000",1,2,Granted,No
Claiborne County,Black,41,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",4,7,Denied,Yes
Claiborne County,Black,44,Male,High School,Employed,"< $20,000",4,5,Denied,Yes
Claiborne County,Black,33,Female,High School,Employed,"$50,000 - $100,000",1,5,Denied,No
Claiborne County,Black,62,Male,Bachelor's Degree,Employed,"< $20,000",1,9,Denied,No
Claiborne County,Black,50,Male,Master's Degree,Employed,"< $20,000",0,8,Denied,No
Claiborne County,Black,20,Female,Some College,Employed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,Black,48,Male,Less than High School,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,75,Male,PhD,Employed,"$50,000 - $100,000",1,9,Denied,No
Claiborne County,Black,35,Female,High School,Employed,"< $20,000",2,4,Granted,No
Claiborne County,Black,62,Male,High School,Employed,"$20,000 - $50,000",1,2,Granted,No
Claiborne County,Black,25,Female,High School,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,49,Female,High School,Employed,"$20,000 - $50,000",2,9,Denied,Yes
Claiborne County,White,46,Female,Some College,Employed,"$50,000 - $100,000",0,4,Granted,No
Claiborne County,Black,53,Female,Less than High School,Unemployed,"$50,000 - $100,000",3,3,Granted,No
Claiborne County,Black,23,Male,Some College,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,67,Female,Less than High School,Employed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,32,Male,High School,Employed,"> $100,000",2,7,Denied,No
Claiborne County,Black,32,Male,Some College,Employed,"< $20,000",1,8,Denied,No
Claiborne County,Black,33,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",4,7,Denied,No
Claiborne County,Black,65,Female,Some College,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,22,Female,High School,Employed,"$20,000 - $50,000",2,9,Denied,Yes
